temp (degree_c),chl1 (mg/m3),chl2 (mg/m3),avg_chloro (mg/m3),sample_id,site_code,site_name,lat,lon,time_utc,akashiwo_sanguinea (cells/l),alexandrium_spp (cells/l),dinophysis_spp (cells/l),lingulodinium_polyedra (cells/l),prorocentrum_spp (cells/l),pseudo_nitzschia_delicatissima_group (cells/l),pseudo_nitzschia_seriata_group (cells/l),ceratium_spp (cells/l),cochlodinium_spp (cells/l),gymnodinium_spp (cells/l),other_diatoms (cells/l),other_dinoflagellates (cells/l),total_phytoplankton (cells/l)
12.6,1.698,,1.698,20250317.0,SW,Stearns Wharf,34.408043,-119.68485,2025-03-17 15:19:00+00:00,290.0,0.0,0.0,0.0,290.0,580.0,66880.0,0.0,0.0,0.0,28950.0,0.0,96990.0
14.5,1.198,,1.198,20250324.0,SW,Stearns Wharf,34.408043,-119.68485,2025-03-24 14:51:00+00:00,0.0,0.0,430.0,0.0,6660.0,290.0,8400.0,0.0,0.0,0.0,24610.0,5930.0,46320.0
14.9,2.077,,2.077,20250331.0,SW,Stearns Wharf,34.408043,-119.68485,2025-03-31 15:25:00+00:00,8690.0,580.0,1740.0,0.0,22870.0,0.0,1740.0,6660.0,0.0,0.0,17080.0,10710.0,70070.0
11.9,0.142,,0.142,20250407.0,SW,Stearns Wharf,34.408043,-119.68485,2025-04-07 15:20:00+00:00,0.0,640.0,0.0,0.0,230.0,0.0,2610.0,60.0,0.0,0.0,7870.0,3360.0,14770.0
13.9,4.116,,4.116,20250414.0,SW,Stearns Wharf,34.408043,-119.68485,2025-04-14 15:25:00+00:00,33870.0,6660.0,0.0,0.0,1160.0,0.0,70930.0,1450.0,3470.0,0.0,42560.0,4050.0,164150.0
13.4,4.63,,4.63,20250421.0,SW,Stearns Wharf,34.408043,-119.68485,2025-04-21 15:24:00+00:00,2610.0,2320.0,2610.0,0.0,22870.0,0.0,66010.0,7530.0,31560.0,0.0,4920.0,13610.0,154040.0
13.5,3.691,,3.691,20250428.0,SW,Stearns Wharf,34.408043,-119.68485,2025-04-28 15:25:00+00:00,3470.0,0.0,2320.0,0.0,4050.0,113490.0,0.0,4920.0,34160.0,0.0,54140.0,11870.0,228420.0
15.6,0.27,,0.27,20250505.0,SW,Stearns Wharf,34.408043,-119.68485,2025-05-05 15:40:00+00:00,0.0,0.0,290.0,0.0,870.0,44870.0,0.0,290.0,0.0,0.0,23160.0,1450.0,70930.0
16.9,0.716,,0.716,20250512.0,SW,Stearns Wharf,34.408043,-119.68485,2025-05-12 15:34:00+00:00,0.0,0.0,580.0,0.0,4050.0,1010.0,2030.0,430.0,720.0,0.0,18530.0,1880.0,29230.0
16.8,2.071,,2.071,20250519.0,SW,Stearns Wharf,34.408043,-119.68485,2025-05-19 15:21:00+00:00,11290.0,0.0,140.0,0.0,3760.0,0.0,0.0,140.0,0.0,0.0,430.0,10570.0,26330.0
17.9,0.549,,0.549,20250526.0,SW,Stearns Wharf,34.408043,-119.68485,2025-05-26 15:24:00+00:00,430.0,0.0,720.0,0.0,4920.0,0.0,0.0,290.0,0.0,0.0,580.0,11150.0,18090.0
17.2,3.623,,3.623,20250602.0,SW,Stearns Wharf,34.408043,-119.68485,2025-06-02 15:21:00+00:00,42850.0,0.0,0.0,0.0,2320.0,0.0,0.0,1450.0,0.0,0.0,0.0,22870.0,69490.0
16.0,0.344,,0.344,20250609.0,SW,Stearns Wharf,34.408043,-119.68485,2025-06-09 15:19:00+00:00,0.0,0.0,140.0,0.0,870.0,2320.0,0.0,1160.0,0.0,0.0,21710.0,870.0,27070.0
17.8,1.498,,1.498,20250616.0,SW,Stearns Wharf,34.408043,-119.68485,2025-06-16 15:24:00+00:00,0.0,0.0,0.0,0.0,4340.0,4630.0,0.0,290.0,0.0,0.0,203520.0,22000.0,234780.0
17.9,0.766,,0.766,20250623.0,SW,Stearns Wharf,34.408043,-119.68485,2025-06-23 15:25:00+00:00,0.0,0.0,870.0,0.0,3760.0,0.0,0.0,580.0,0.0,0.0,134910.0,15920.0,156040.0
16.9,0.918,,0.918,20250630.0,SW,Stearns Wharf,34.408043,-119.68485,2025-06-30 16:00:00+00:00,0.0,0.0,290.0,0.0,12590.0,0.0,0.0,720.0,0.0,0.0,26200.0,3040.0,42840.0
17.6,0.526,,0.526,20250707.0,SW,Stearns Wharf,34.408043,-119.68485,2025-07-07 15:23:00+00:00,0.0,0.0,140.0,0.0,10710.0,0.0,0.0,290.0,290.0,0.0,47190.0,3330.0,61950.0
15.4,1.71,,1.71,20250714.0,SW,Stearns Wharf,34.408043,-119.68485,2025-07-14 15:26:00+00:00,3180.0,290.0,290.0,0.0,37920.0,0.0,0.0,870.0,290.0,0.0,15050.0,15920.0,73810.0
16.8,3.051,,3.051,20250721.0,SW,Stearns Wharf,34.408043,-119.68485,2025-07-21 15:30:00+00:00,0.0,0.0,1160.0,0.0,177180.0,0.0,0.0,4630.0,0.0,0.0,2030.0,145620.0,330620.0
16.5,7.312,,7.312,20250728.0,SW,Stearns Wharf,34.408043,-119.68485,2025-07-28 14:05:00+00:00,290.0,0.0,290.0,0.0,166750.0,0.0,0.0,6660.0,0.0,0.0,1450.0,5790.0,181230.0
16.8,6.943,,6.943,20250804.0,SW,Stearns Wharf,34.408043,-119.68485,2025-08-04 15:24:00+00:00,10130.0,0.0,3180.0,0.0,120430.0,0.0,0.0,11870.0,0.0,0.0,870.0,27500.0,173980.0
17.4,1.227,,1.227,20250811.0,SW,Stearns Wharf,34.408043,-119.68485,2025-08-11 15:28:00+00:00,870.0,0.0,430.0,0.0,17950.0,290.0,0.0,1300.0,290.0,0.0,13900.0,9260.0,44290.0
19.0,1.193,,1.193,20250818.0,SW,Stearns Wharf,34.408043,-119.68485,2025-08-18 15:25:00+00:00,0.0,0.0,1740.0,0.0,12740.0,0.0,0.0,9550.0,0.0,0.0,11290.0,26060.0,61380.0
19.6,1.15,,1.15,20250825.0,SW,Stearns Wharf,34.408043,-119.68485,2025-08-25 15:17:00+00:00,0.0,0.0,580.0,0.0,4490.0,0.0,0.0,0.0,0.0,0.0,26920.0,17080.0,49070.0
20.4,0.759,,0.759,20250901.0,SW,Stearns Wharf,34.408043,-119.68485,2025-09-01 15:30:00+00:00,0.0,0.0,290.0,0.0,6950.0,0.0,0.0,2900.0,0.0,0.0,56450.0,53850.0,120440.0
20.5,0.467,,0.467,20250908.0,SW,Stearns Wharf,34.408043,-119.68485,2025-09-08 15:25:00+00:00,0.0,0.0,0.0,0.0,3760.0,0.0,0.0,580.0,0.0,0.0,90900.0,29240.0,124480.0
19.9,0.56,,0.56,20250915.0,SW,Stearns Wharf,34.408043,-119.68485,2025-09-15 15:18:00+00:00,0.0,0.0,0.0,0.0,1740.0,0.0,0.0,1160.0,0.0,0.0,41110.0,14190.0,58200.0
20.1,1.071,,1.071,20250922.0,SW,Stearns Wharf,34.408043,-119.68485,2025-09-22 17:04:00+00:00,0.0,0.0,1160.0,0.0,2030.0,0.0,0.0,2320.0,0.0,0.0,37060.0,30400.0,72970.0
19.1,1.302,,1.302,20250929.0,SW,Stearns Wharf,34.408043,-119.68485,2025-09-29 15:14:00+00:00,0.0,0.0,0.0,0.0,1450.0,0.0,0.0,2320.0,0.0,0.0,9990.0,17230.0,30990.0
19.5,0.959,,0.959,20251006.0,SW,Stearns Wharf,34.408043,-119.68485,2025-10-06 15:40:00+00:00,0.0,0.0,0.0,0.0,580.0,0.0,0.0,3040.0,0.0,0.0,17510.0,4490.0,25620.0
18.5,1.302,,1.302,20251013.0,SW,Stearns Wharf,34.408043,-119.68485,2025-10-13 15:17:00+00:00,0.0,0.0,0.0,0.0,1160.0,0.0,1160.0,0.0,580.0,0.0,89460.0,2610.0,94970.0
18.1,0.831,,0.831,20251020.0,SW,Stearns Wharf,34.408043,-119.68485,2025-10-20 15:09:00+00:00,0.0,0.0,0.0,0.0,580.0,1300.0,1010.0,3620.0,0.0,0.0,40240.0,4200.0,50950.0
17.6,0.332,,0.332,20251027.0,SW,Stearns Wharf,34.408043,-119.68485,2025-10-27 15:15:00+00:00,0.0,0.0,0.0,0.0,430.0,0.0,1740.0,1300.0,0.0,0.0,24900.0,1300.0,29670.0
17.2,1.235,,1.235,20251103.0,SW,Stearns Wharf,34.408043,-119.68485,2025-11-03 16:19:00+00:00,0.0,0.0,0.0,0.0,870.0,2610.0,0.0,3470.0,0.0,0.0,64270.0,2030.0,73250.0
17.8,0.51,,0.51,20251110.0,SW,Stearns Wharf,34.408043,-119.68485,2025-11-10 16:12:00+00:00,0.0,0.0,580.0,0.0,3180.0,0.0,0.0,4920.0,430.0,0.0,16210.0,3760.0,29080.0
17.1,6.065,,6.065,20251117.0,SW,Stearns Wharf,34.408043,-119.68485,2025-11-17 16:15:00+00:00,0.0,0.0,0.0,0.0,2320.0,0.0,0.0,47770.0,0.0,0.0,8970.0,4920.0,63980.0
16.8,,,,20251124.0,SW,Stearns Wharf,34.408043,-119.68485,2025-11-24 14:38:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3040.0,0.0,0.0,2320.0,870.0,6230.0
16.2,,,,20251201.0,SW,Stearns Wharf,34.408043,-119.68485,2025-12-01 16:16:00+00:00,0.0,0.0,0.0,0.0,1590.0,0.0,0.0,870.0,0.0,0.0,32420.0,430.0,35310.0
16.9,,,,20251208.0,SW,Stearns Wharf,34.408043,-119.68485,2025-12-08 15:19:00+00:00,0.0,0.0,0.0,0.0,580.0,0.0,580.0,0.0,0.0,0.0,155460.0,2030.0,158650.0
17.0,,,,20251215.0,SW,Stearns Wharf,34.408043,-119.68485,2025-12-15 16:19:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,114060.0,1450.0,116380.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2024-03-28 20:28:00+00:00,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2511.0,0.0,2524.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2024-04-24 19:58:00+00:00,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,341.0,11.0,361.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2024-05-21 19:05:00+00:00,0.0,0.0,0.0,0.0,0.0,95.0,614.0,0.0,0.0,24.0,33713.0,95.0,34540.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2024-07-12 20:36:00+00:00,726.0,396.0,22.0,0.0,99.0,55.0,0.0,0.0,0.0,187.0,572.0,1056.0,3112.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2024-07-31 18:25:00+00:00,68.0,68.0,46.0,0.0,46.0,2646.0,0.0,0.0,0.0,11.0,13926.0,171.0,16982.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2024-08-30 01:34:00+00:00,69.0,278.0,104.0,115.0,58.0,3669.0,58.0,116.0,0.0,255.0,5579.0,532.0,10843.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2024-09-30 19:56:00+00:00,0.0,0.0,131.0,0.0,354.0,0.0,6.0,6957.0,0.0,268.0,74.0,108.0,7898.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2024-10-30 18:16:00+00:00,0.0,0.0,6.0,0.0,386.0,0.0,31.0,1714.0,0.0,0.0,100.0,0.0,2237.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2024-12-17 20:15:00+00:00,0.0,0.0,0.0,0.0,15631.0,0.0,0.0,5584.0,0.0,0.0,150.0,0.0,21365.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2025-01-30 18:43:00+00:00,0.0,0.0,11.0,0.0,946.0,0.0,0.0,12954.0,0.0,0.0,61.0,234.0,14207.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2025-02-24 16:32:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,178621.0,2742.0,181425.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2025-03-18 19:52:00+00:00,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,156.0,70.0,453.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2025-05-15 20:16:00+00:00,0.0,0.0,0.0,0.0,278.0,0.0,1111.0,0.0,0.0,0.0,31645.0,93.0,33126.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2025-06-30 22:05:00+00:00,0.0,0.0,0.0,0.0,0.0,102.0,512.0,0.0,0.0,0.0,47662.0,1177.0,49454.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2025-07-31 20:26:00+00:00,763.0,78.0,12.0,0.0,78.0,12.0,107.0,6.0,0.0,108.0,7452.0,54.0,8666.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2025-09-26 17:35:00+00:00,445.0,36.0,156.0,0.0,307.0,12.0,12.0,1286.0,0.0,0.0,1136.0,589.0,3978.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2025-10-27 18:32:00+00:00,27.0,0.0,87.0,0.0,1369.0,0.0,53.0,1923.0,654.0,0.0,1362.0,154.0,5629.0
,,,,TB Buoy,TBB,Tomales Bay Mid-Channel Buoy,38.18967,-122.9286,2025-11-25 18:10:00+00:00,12.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,208.0,24.0,4.0,276.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2024-03-28 19:57:00+00:00,0.0,0.0,0.0,0.0,0.0,439.0,336.0,0.0,0.0,0.0,54945.0,26.0,55745.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2024-04-21 20:38:00+00:00,0.0,0.0,0.0,0.0,25.0,0.0,62.0,0.0,0.0,0.0,5223.0,112.0,5422.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2024-05-21 18:38:00+00:00,0.0,0.0,13.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,5809.0,52.0,5913.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2024-07-12 19:55:00+00:00,212.0,474.0,100.0,0.0,125.0,474.0,499.0,0.0,0.0,125.0,10857.0,2643.0,15506.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2024-07-31 17:37:00+00:00,0.0,0.0,47.0,0.0,35.0,0.0,1666.0,0.0,0.0,24.0,25551.0,213.0,27535.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2024-08-30 00:33:00+00:00,10.0,213.0,77.0,19.0,24.0,1583.0,0.0,58.0,0.0,92.0,1869.0,203.0,4149.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2024-09-30 18:32:00+00:00,0.0,0.0,102.0,0.0,132.0,12.0,0.0,7344.0,0.0,48.0,234.0,162.0,8053.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2024-10-30 17:38:00+00:00,0.0,0.0,6.0,0.0,709.0,0.0,0.0,2861.0,0.0,0.0,186.0,24.0,3786.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2024-12-17 19:32:00+00:00,0.0,0.0,0.0,0.0,26924.0,0.0,0.0,37893.0,0.0,0.0,0.0,0.0,64817.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2025-01-30 18:20:00+00:00,0.0,0.0,8.0,0.0,1699.0,0.0,0.0,4549.0,0.0,0.0,96.0,317.0,6669.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2025-02-24 15:50:00+00:00,0.0,0.0,12.0,0.0,548.0,50.0,0.0,12.0,0.0,0.0,2958.0,860.0,7441.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2025-03-18 19:16:00+00:00,0.0,0.0,0.0,0.0,0.0,2051.0,143.0,0.0,0.0,0.0,22131.0,95.0,24421.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2025-05-15 19:44:00+00:00,0.0,0.0,0.0,0.0,0.0,48.0,2885.0,0.0,0.0,0.0,81782.0,0.0,84714.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2025-06-30 21:36:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,947.0,0.0,0.0,0.0,71324.0,175.0,72445.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2025-07-31 19:50:00+00:00,141.0,12.0,12.0,0.0,8.0,12.0,25.0,8.0,0.0,0.0,9897.0,104.0,10221.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2025-09-26 16:49:00+00:00,3.0,0.0,122.0,0.0,205.0,94.0,38.0,1212.0,0.0,28.0,1629.0,587.0,3917.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2025-10-27 18:32:00+00:00,0.0,1936.0,2324.0,0.0,24694.0,0.0,1065.0,38536.0,1162.0,15395.0,19655.0,2227.0,106991.0
,,,,TL00,T00,Tomales Bay Mouth,38.23082,-122.9791,2025-11-25 17:45:00+00:00,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,25.0,19.0,0.0,53.0
